Entreprise,Profil,Experience,Niveau_Etude,Technologie,Salaire
Cisco Maroc,Ingénieur Cybersécurité,15,Master,Ethical Hacking,20000
EY Digital Maroc,Business Intelligence,10,Master,Oracle BI,13000
Deloitte Digital Maroc,Ingénieur Réseau,15,Ingénieur,CCNP,17000
Cisco Maroc,Cloud Engineer,9,Ingénieur,Terraform,17000
Dell Technologies Maroc,Data Scientist / IA,3,Bac+3,Python,11000
Lenovo Maroc,Business Intelligence,0,Bac+3,Talend,6000
PWC Digital Maroc,Chef de Projet IT,12,Ingénieur,Prince2,19000
PWC Digital Maroc,Data Scientist / IA,11,Doctorat,Scikit-learn,30000
Tata Consultancy Services Maroc,Chef de Projet IT,3,Bac+3,JIRA,6000
SAP Maroc,Architecte Solutions,8,Ingénieur,Microservices,26000
HP Maroc,Développeur Full Stack,11,Master,Node.js,14000
Lenovo Maroc,Développeur Mobile,0,Bac+3,Flutter,5000
PWC Digital Maroc,Business Intelligence,4,Master,QlikView,12000
Orange Business Services Maroc,Business Intelligence,1,Bac+3,Oracle BI,6000
Tata Consultancy Services Maroc,Ingénieur Réseau,4,Ingénieur,Palo Alto,9000
IBM Maroc,DevOps Engineer,0,Master,Kubernetes,13000
IBM Maroc,Cloud Engineer,3,Master,AWS,16000
Cisco Maroc,Ingénieur Réseau,1,Bac+3,CCNA,7000
SAP Maroc,Développeur Full Stack,3,Ingénieur,.NET Core,22000
HP Maroc,Ingénieur Cybersécurité,0,Bac+3,Ethical Hacking,9000
Oracle Maroc,Développeur Full Stack,9,Master,Angular,22000
Accenture Maroc,Ingénieur Cybersécurité,8,Ingénieur,Firewall,24000
Deloitte Digital Maroc,DevOps Engineer,4,Ingénieur,Terraform,19000
SAP Maroc,DevOps Engineer,5,Ingénieur,AWS,19000
SAP Maroc,Développeur Mobile,6,Doctorat,Swift,20000
Cisco Maroc,Développeur Mobile,6,Master,Swift,12000
Tata Consultancy Services Maroc,Ingénieur Réseau,0,Bac+2,CCNP,4000
Oracle Maroc,Développeur Mobile,5,Master,Xamarin,17000
CGI Maroc,DevOps Engineer,8,Doctorat,GitLab CI/CD,18000
Cisco Maroc,Chef de Projet IT,12,Doctorat,PMI,18000
CGI Maroc,Développeur Mobile,7,Doctorat,Swift,14000
Sopra Steria Maroc,Architecte Solutions,6,Ingénieur,Microservices,17000
Lenovo Maroc,Architecte Solutions,15,Master,Microservices,15000
Oracle Maroc,Ingénieur Réseau,10,Doctorat,Fortinet,21000
Microsoft Maroc,Cloud Engineer,4,Ingénieur,AWS,23000
Dell Technologies Maroc,Cloud Engineer,11,Bac+3,Google Cloud,10000
CGI Maroc,Développeur Full Stack,1,Bac+3,Vue.js,8000
PWC Digital Maroc,Chef de Projet IT,0,Master,Scrum,14000
Dell Technologies Maroc,Business Intelligence,4,Master,Power BI,11000
CGI Maroc,DevOps Engineer,13,Master,GitLab CI/CD,17000
IBM Maroc,Cloud Engineer,15,Master,OpenStack,24000
Atos Maroc,Architecte Solutions,1,Bac+3,System Design,9000
SAP Maroc,Cloud Engineer,3,Master,OpenStack,18000
Huawei Maroc,Data Scientist / IA,3,Ingénieur,R,17000
CGI Maroc,Ingénieur Réseau,7,Ingénieur,CCNP,12000
KPMG Technology Maroc,Développeur Full Stack,15,Bac+3,Angular,13000
SAP Maroc,DevOps Engineer,6,Master,Terraform,19000
SAP Maroc,Développeur Full Stack,9,Master,Python Django,17000
PWC Digital Maroc,Ingénieur Réseau,11,Bac+3,SD-WAN,11000
IBM Maroc,Développeur Mobile,6,Ingénieur,Xamarin,17000
Sopra Steria Maroc,Data Scientist / IA,10,Ingénieur,Spark,19000
Dell Technologies Maroc,Chef de Projet IT,3,Bac+3,Prince2,9000
Oracle Maroc,Cloud Engineer,10,Doctorat,AWS,29000
Tata Consultancy Services Maroc,DevOps Engineer,0,Bac+3,Docker,6000
HP Maroc,DevOps Engineer,0,Ingénieur,GitLab CI/CD,12000
IBM Maroc,Cloud Engineer,5,Ingénieur,Terraform,23000
Cisco Maroc,Architecte Solutions,10,Ingénieur,System Design,18000
Capgemini Maroc,Ingénieur Cybersécurité,1,Bac+3,Pentest,10000
Dell Technologies Maroc,Ingénieur Réseau,6,Ingénieur,Fortinet,13000
Cisco Maroc,Business Intelligence,4,Master,Talend,11000
Capgemini Maroc,Cloud Engineer,7,Bac+3,Google Cloud,9000
Tata Consultancy Services Maroc,Ingénieur Réseau,2,Ingénieur,CCNP,10000
Lenovo Maroc,Cloud Engineer,1,Bac+3,Terraform,8000
Dell Technologies Maroc,Développeur Mobile,13,Master,React Native,12000
Oracle Maroc,Développeur Mobile,10,Master,Xamarin,18000
Oracle Maroc,Cloud Engineer,10,Master,OpenStack,19000
Deloitte Digital Maroc,Business Intelligence,14,Ingénieur,Oracle BI,21000
PWC Digital Maroc,Cloud Engineer,2,Master,Kubernetes,14000
Tata Consultancy Services Maroc,Business Intelligence,0,Ingénieur,Tableau,9000
IBM Maroc,Ingénieur Réseau,15,Master,Juniper,19000
HP Maroc,Data Scientist / IA,11,Ingénieur,Scikit-learn,20000
Huawei Maroc,Data Scientist / IA,2,Bac+2,Tableau,7000
Lenovo Maroc,Développeur Mobile,8,Doctorat,Swift,12000
Lenovo Maroc,Business Intelligence,1,Bac+3,SQL Server,6000
SAP Maroc,DevOps Engineer,1,Bac+3,Terraform,12000
Dell Technologies Maroc,Data Scientist / IA,4,Bac+3,Tableau,10000
Capgemini Maroc,Développeur Mobile,10,Ingénieur,React Native,15000
PWC Digital Maroc,Ingénieur Réseau,1,Master,CCNP,11000
CGI Maroc,Architecte Solutions,11,Ingénieur,System Design,18000
Orange Business Services Maroc,Data Scientist / IA,5,Ingénieur,PyTorch,14000
Deloitte Digital Maroc,DevOps Engineer,2,Bac+2,AWS,8000
Cisco Maroc,Business Intelligence,8,Doctorat,Tableau,18000
Accenture Maroc,Chef de Projet IT,6,Master,Agile,16000
IBM Maroc,Architecte Solutions,6,Ingénieur,Microservices,22000
Cisco Maroc,DevOps Engineer,0,Bac+2,Terraform,6000
Atos Maroc,Développeur Full Stack,0,Ingénieur,Java Spring,14000
Sopra Steria Maroc,Développeur Mobile,15,Ingénieur,Android Studio,18000
KPMG Technology Maroc,Ingénieur Réseau,15,Ingénieur,Cisco,15000
PWC Digital Maroc,DevOps Engineer,9,Ingénieur,AWS,22000
HP Maroc,Développeur Full Stack,14,Ingénieur,.NET Core,16000
Tata Consultancy Services Maroc,Business Intelligence,10,Bac+3,SQL Server,6000
Orange Business Services Maroc,Ingénieur Cybersécurité,7,Ingénieur,Security+,15000
Tata Consultancy Services Maroc,Développeur Mobile,6,Ingénieur,React Native,10000
Accenture Maroc,Architecte Solutions,3,Ingénieur,SOA,21000
EY Digital Maroc,Développeur Full Stack,14,Doctorat,Angular,25000
Accenture Maroc,Développeur Full Stack,1,Bac+3,Vue.js,10000
HP Maroc,Cloud Engineer,3,Master,AWS,12000
Accenture Maroc,Cloud Engineer,14,Ingénieur,Docker,26000
HP Maroc,Ingénieur Réseau,9,Ingénieur,CCNA,13000
HP Maroc,Chef de Projet IT,12,Ingénieur,PMI,14000
CGI Maroc,Business Intelligence,10,Ingénieur,Power BI,14000
Oracle Maroc,Chef de Projet IT,1,Bac+2,Prince2,8000
Oracle Maroc,Développeur Full Stack,15,Ingénieur,Node.js,30000
Capgemini Maroc,Ingénieur Réseau,12,Master,CCNP,12000
Accenture Maroc,Développeur Full Stack,3,Master,.NET Core,15000
Lenovo Maroc,Développeur Full Stack,3,Bac+3,Node.js,7000
SAP Maroc,Développeur Full Stack,6,Doctorat,Java Spring,24000
Atos Maroc,Cloud Engineer,13,Master,AWS,15000
Tata Consultancy Services Maroc,Business Intelligence,13,Doctorat,Talend,13000
IBM Maroc,Chef de Projet IT,6,Doctorat,PMI,22000
EY Digital Maroc,Architecte Solutions,9,Master,System Design,17000
HP Maroc,Ingénieur Cybersécurité,12,Ingénieur,Ethical Hacking,17000
HP Maroc,Chef de Projet IT,3,Bac+2,JIRA,5000
Cisco Maroc,Architecte Solutions,2,Master,Cloud Architecture,14000
Microsoft Maroc,Ingénieur Réseau,7,Bac+3,Cisco,13000
Deloitte Digital Maroc,Chef de Projet IT,0,Master,Agile,12000
Tata Consultancy Services Maroc,Chef de Projet IT,0,Bac+3,JIRA,6000
Cisco Maroc,Cloud Engineer,11,Master,Azure,14000
Tata Consultancy Services Maroc,Développeur Full Stack,0,Bac+3,Java Spring,7000
EY Digital Maroc,Développeur Mobile,1,Bac+2,Xamarin,6000
Cisco Maroc,Développeur Full Stack,9,Ingénieur,React,18000
CGI Maroc,Data Scientist / IA,3,Bac+3,Python,9000
Atos Maroc,Architecte Solutions,7,Bac+3,System Design,11000
Oracle Maroc,Développeur Full Stack,2,Bac+3,Node.js,13000
CGI Maroc,Ingénieur Réseau,15,Ingénieur,Juniper,14000
SAP Maroc,Ingénieur Cybersécurité,11,Master,CISSP,24000
PWC Digital Maroc,Chef de Projet IT,10,Master,Scrum,16000
EY Digital Maroc,Développeur Full Stack,8,Master,Python Django,14000
Accenture Maroc,DevOps Engineer,7,Ingénieur,Docker,22000
PWC Digital Maroc,Développeur Full Stack,10,Ingénieur,Node.js,20000
Dell Technologies Maroc,Architecte Solutions,1,Bac+3,SOA,9000
CGI Maroc,DevOps Engineer,4,Ingénieur,GitLab CI/CD,15000
Huawei Maroc,Développeur Mobile,0,Ingénieur,Xamarin,10000
HP Maroc,Ingénieur Réseau,8,Ingénieur,SD-WAN,13000
KPMG Technology Maroc,DevOps Engineer,9,Ingénieur,Ansible,18000
Cisco Maroc,Cloud Engineer,0,Bac+2,OpenStack,6000
Oracle Maroc,Architecte Solutions,5,Ingénieur,System Design,21000
IBM Maroc,Business Intelligence,3,Ingénieur,Tableau,19000
Huawei Maroc,Développeur Full Stack,8,Master,.NET Core,13000
Orange Business Services Maroc,Business Intelligence,7,Ingénieur,Tableau,13000
IBM Maroc,Développeur Mobile,12,Ingénieur,Android Studio,18000
Sopra Steria Maroc,Data Scientist / IA,9,Doctorat,Scikit-learn,23000
Huawei Maroc,Cloud Engineer,10,Master,Azure,15000
EY Digital Maroc,Chef de Projet IT,0,Master,JIRA,13000
Lenovo Maroc,Business Intelligence,1,Master,Oracle BI,8000
IBM Maroc,DevOps Engineer,2,Bac+2,Terraform,9000
EY Digital Maroc,Chef de Projet IT,12,Master,MS Project,16000
Microsoft Maroc,Ingénieur Cybersécurité,1,Bac+3,Ethical Hacking,14000
Tata Consultancy Services Maroc,Développeur Mobile,2,Bac+3,Swift,5000
Lenovo Maroc,DevOps Engineer,12,Doctorat,Jenkins,19000
IBM Maroc,DevOps Engineer,8,Bac+3,Terraform,14000
Microsoft Maroc,Développeur Full Stack,4,Doctorat,Java Spring,25000
Dell Technologies Maroc,Développeur Full Stack,4,Master,Vue.js,14000
EY Digital Maroc,Business Intelligence,10,Master,SQL Server,14000
IBM Maroc,Data Scientist / IA,7,Ingénieur,Python,28000
Cisco Maroc,Data Scientist / IA,14,Ingénieur,TensorFlow,24000
Atos Maroc,Ingénieur Cybersécurité,6,Ingénieur,Pentest,17000
Accenture Maroc,Développeur Mobile,11,Ingénieur,Xamarin,20000
Atos Maroc,DevOps Engineer,13,Ingénieur,Ansible,16000
Capgemini Maroc,DevOps Engineer,3,Ingénieur,Kubernetes,16000
Cisco Maroc,Ingénieur Réseau,1,Master,CCNA,8000
Accenture Maroc,Chef de Projet IT,13,Master,MS Project,16000
KPMG Technology Maroc,Architecte Solutions,1,Bac+2,Enterprise Architecture,7000
Orange Business Services Maroc,Architecte Solutions,2,Bac+3,Enterprise Architecture,9000
SAP Maroc,DevOps Engineer,13,Ingénieur,AWS,26000
Tata Consultancy Services Maroc,Développeur Mobile,6,Bac+3,React Native,7000
SAP Maroc,Business Intelligence,15,Master,SQL Server,17000
Lenovo Maroc,Développeur Mobile,9,Ingénieur,Xamarin,11000
Deloitte Digital Maroc,Ingénieur Réseau,10,Master,CCNA,13000
Dell Technologies Maroc,Business Intelligence,2,Bac+3,QlikView,7000
Lenovo Maroc,Business Intelligence,4,Master,SAP BO,9000
Sopra Steria Maroc,Cloud Engineer,5,Master,Azure,14000
IBM Maroc,Architecte Solutions,8,Ingénieur,Microservices,27000
Capgemini Maroc,Business Intelligence,2,Ingénieur,Talend,14000
Accenture Maroc,Développeur Full Stack,6,Ingénieur,Angular,21000
Orange Business Services Maroc,DevOps Engineer,1,Ingénieur,Jenkins,12000
KPMG Technology Maroc,DevOps Engineer,14,Ingénieur,AWS,24000
IBM Maroc,Chef de Projet IT,7,Bac+3,JIRA,12000
HP Maroc,DevOps Engineer,0,Ingénieur,GitLab CI/CD,13000
Oracle Maroc,Cloud Engineer,11,Bac+3,Docker,16000
Huawei Maroc,Développeur Full Stack,1,Bac+2,Java Spring,6000
Dell Technologies Maroc,Architecte Solutions,12,Ingénieur,Enterprise Architecture,18000
Cisco Maroc,Ingénieur Réseau,2,Ingénieur,Fortinet,11000
SAP Maroc,Business Intelligence,3,Master,SQL Server,14000
KPMG Technology Maroc,Chef de Projet IT,0,Ingénieur,Prince2,14000
CGI Maroc,Chef de Projet IT,9,Master,Agile,13000
HP Maroc,Ingénieur Réseau,4,Ingénieur,CCNA,10000
Accenture Maroc,Data Scientist / IA,5,Ingénieur,Scikit-learn,23000
Accenture Maroc,Ingénieur Cybersécurité,7,Ingénieur,ISO 27001,23000
HP Maroc,Développeur Full Stack,9,Ingénieur,Python Django,15000
Oracle Maroc,Développeur Full Stack,3,Ingénieur,Vue.js,21000
KPMG Technology Maroc,Ingénieur Réseau,6,Doctorat,Juniper,15000
Deloitte Digital Maroc,Chef de Projet IT,4,Ingénieur,MS Project,18000
Orange Business Services Maroc,Ingénieur Cybersécurité,8,Ingénieur,Security+,15000
Lenovo Maroc,Data Scientist / IA,3,Master,Spark,13000
Deloitte Digital Maroc,Ingénieur Cybersécurité,10,Ingénieur,Security+,22000
Huawei Maroc,Cloud Engineer,10,Master,Google Cloud,14000
CGI Maroc,Architecte Solutions,8,Master,Enterprise Architecture,13000
Tata Consultancy Services Maroc,Développeur Mobile,6,Ingénieur,Flutter,12000
Oracle Maroc,Ingénieur Cybersécurité,7,Bac+3,Firewall,14000
Deloitte Digital Maroc,Data Scientist / IA,14,Master,TensorFlow,20000
IBM Maroc,Chef de Projet IT,4,Bac+3,MS Project,12000
Accenture Maroc,Développeur Mobile,8,Master,React Native,16000
Cisco Maroc,Cloud Engineer,12,Ingénieur,Google Cloud,19000
Orange Business Services Maroc,Cloud Engineer,5,Bac+3,Azure,7000
Dell Technologies Maroc,Cloud Engineer,0,Bac+2,Kubernetes,6000
Orange Business Services Maroc,Développeur Mobile,6,Doctorat,Xamarin,13000
Deloitte Digital Maroc,DevOps Engineer,1,Ingénieur,Docker,18000
Tata Consultancy Services Maroc,Ingénieur Cybersécurité,3,Ingénieur,Ethical Hacking,12000
Sopra Steria Maroc,Ingénieur Cybersécurité,7,Ingénieur,Firewall,18000
PWC Digital Maroc,Data Scientist / IA,3,Master,Scikit-learn,18000
CGI Maroc,Cloud Engineer,12,Ingénieur,Kubernetes,20000
Microsoft Maroc,Cloud Engineer,9,Ingénieur,OpenStack,28000
Cisco Maroc,Data Scientist / IA,7,Ingénieur,TensorFlow,17000
CGI Maroc,Ingénieur Réseau,9,Ingénieur,Juniper,13000
Dell Technologies Maroc,Business Intelligence,4,Bac+3,QlikView,8000
Capgemini Maroc,Architecte Solutions,0,Ingénieur,Cloud Architecture,16000
Capgemini Maroc,Architecte Solutions,2,Master,System Design,12000
Cisco Maroc,Cloud Engineer,10,Ingénieur,Terraform,19000
Deloitte Digital Maroc,Architecte Solutions,9,Master,Enterprise Architecture,20000
KPMG Technology Maroc,Data Scientist / IA,0,Master,Spark,13000
Microsoft Maroc,Ingénieur Cybersécurité,0,Bac+2,Pentest,10000
Atos Maroc,Data Scientist / IA,12,Doctorat,TensorFlow,23000
Capgemini Maroc,Développeur Mobile,12,Doctorat,Flutter,19000
EY Digital Maroc,Développeur Mobile,7,Ingénieur,Xamarin,16000
Accenture Maroc,DevOps Engineer,13,Master,Jenkins,17000
Lenovo Maroc,Développeur Full Stack,1,Master,Node.js,9000
Capgemini Maroc,Cloud Engineer,2,Bac+2,OpenStack,7000
Accenture Maroc,Architecte Solutions,14,Master,Microservices,20000
Accenture Maroc,Ingénieur Cybersécurité,0,Ingénieur,ISO 27001,16000
CGI Maroc,Ingénieur Réseau,1,Bac+3,Palo Alto,6000
Dell Technologies Maroc,Ingénieur Cybersécurité,3,Ingénieur,CISSP,16000
EY Digital Maroc,Développeur Mobile,5,Master,Flutter,11000
SAP Maroc,Cloud Engineer,9,Bac+3,Google Cloud,14000
CGI Maroc,Chef de Projet IT,5,Bac+2,Kanban,6000
Oracle Maroc,Chef de Projet IT,7,Master,Kanban,19000
SAP Maroc,DevOps Engineer,2,Bac+2,AWS,7000
Dell Technologies Maroc,Ingénieur Réseau,0,Master,Palo Alto,8000
Oracle Maroc,Ingénieur Réseau,6,Ingénieur,Palo Alto,18000
Sopra Steria Maroc,Développeur Mobile,10,Master,React Native,11000
Deloitte Digital Maroc,Développeur Mobile,0,Bac+3,Swift,7000
Lenovo Maroc,Chef de Projet IT,0,Bac+3,PMI,6000
EY Digital Maroc,Business Intelligence,9,Ingénieur,QlikView,18000
Tata Consultancy Services Maroc,Développeur Mobile,7,Master,Flutter,10000
PWC Digital Maroc,Data Scientist / IA,6,Doctorat,Scikit-learn,24000
Microsoft Maroc,Chef de Projet IT,2,Ingénieur,Prince2,23000
Dell Technologies Maroc,Architecte Solutions,8,Ingénieur,SOA,20000
Accenture Maroc,Cloud Engineer,8,Ingénieur,OpenStack,21000
Lenovo Maroc,Développeur Full Stack,8,Doctorat,Vue.js,15000
Microsoft Maroc,DevOps Engineer,12,Bac+3,Kubernetes,15000
KPMG Technology Maroc,Développeur Mobile,1,Bac+3,Kotlin,8000
Orange Business Services Maroc,DevOps Engineer,13,Master,GitLab CI/CD,14000
IBM Maroc,Business Intelligence,1,Bac+3,QlikView,10000
Huawei Maroc,Architecte Solutions,4,Master,Enterprise Architecture,13000
EY Digital Maroc,Développeur Full Stack,1,Ingénieur,Vue.js,15000
PWC Digital Maroc,Développeur Full Stack,9,Doctorat,Python Django,20000
Deloitte Digital Maroc,DevOps Engineer,2,Bac+3,Jenkins,10000
Microsoft Maroc,Business Intelligence,2,Bac+3,Talend,11000
Cisco Maroc,Business Intelligence,3,Ingénieur,Talend,12000
Accenture Maroc,Développeur Mobile,8,Ingénieur,Kotlin,18000
Capgemini Maroc,Ingénieur Cybersécurité,3,Ingénieur,Security+,18000
Orange Business Services Maroc,Business Intelligence,9,Ingénieur,SAP BO,13000
Tata Consultancy Services Maroc,Ingénieur Réseau,7,Ingénieur,SD-WAN,10000
CGI Maroc,Data Scientist / IA,9,Ingénieur,Scikit-learn,21000
Accenture Maroc,Ingénieur Cybersécurité,2,Bac+3,ISO 27001,12000
Lenovo Maroc,Business Intelligence,2,Bac+2,Talend,4000
CGI Maroc,Développeur Full Stack,13,Master,Node.js,14000
SAP Maroc,Développeur Full Stack,5,Master,Node.js,15000
Atos Maroc,Cloud Engineer,10,Master,Docker,13000
Orange Business Services Maroc,DevOps Engineer,0,Bac+2,Kubernetes,5000
Huawei Maroc,Cloud Engineer,3,Ingénieur,Azure,15000
PWC Digital Maroc,Architecte Solutions,4,Master,Microservices,15000
IBM Maroc,Business Intelligence,4,Master,SAP BO,16000
Huawei Maroc,Business Intelligence,2,Master,SAP BO,10000
Huawei Maroc,Data Scientist / IA,10,Master,PyTorch,16000
KPMG Technology Maroc,DevOps Engineer,8,Master,GitLab CI/CD,15000
Huawei Maroc,Cloud Engineer,8,Master,Docker,12000
Orange Business Services Maroc,Ingénieur Cybersécurité,9,Bac+3,CISSP,8000
Huawei Maroc,Ingénieur Cybersécurité,3,Master,Pentest,12000
HP Maroc,DevOps Engineer,2,Bac+3,Terraform,7000
Tata Consultancy Services Maroc,Ingénieur Réseau,6,Ingénieur,CCNP,11000
Capgemini Maroc,Développeur Mobile,2,Ingénieur,Flutter,13000
Deloitte Digital Maroc,DevOps Engineer,5,Ingénieur,Jenkins,18000
EY Digital Maroc,Data Scientist / IA,10,Doctorat,Python,23000
PWC Digital Maroc,Développeur Mobile,2,Bac+3,Kotlin,7000
Tata Consultancy Services Maroc,Architecte Solutions,2,Master,System Design,12000
Capgemini Maroc,Cloud Engineer,7,Doctorat,OpenStack,22000
Oracle Maroc,Business Intelligence,8,Bac+3,Tableau,11000
IBM Maroc,Architecte Solutions,1,Ingénieur,Enterprise Architecture,22000
KPMG Technology Maroc,Business Intelligence,5,Master,Oracle BI,12000
CGI Maroc,Data Scientist / IA,10,Doctorat,Tableau,22000
PWC Digital Maroc,Chef de Projet IT,5,Ingénieur,MS Project,19000
SAP Maroc,Ingénieur Réseau,1,Bac+3,Cisco,9000
Atos Maroc,Ingénieur Réseau,10,Doctorat,CCNP,15000
Huawei Maroc,Business Intelligence,4,Ingénieur,Tableau,12000
PWC Digital Maroc,Data Scientist / IA,7,Doctorat,PyTorch,25000
Microsoft Maroc,Architecte Solutions,10,Bac+3,Cloud Architecture,15000
Tata Consultancy Services Maroc,Business Intelligence,5,Ingénieur,Tableau,11000
HP Maroc,Ingénieur Cybersécurité,5,Master,Ethical Hacking,12000
Capgemini Maroc,DevOps Engineer,7,Master,Terraform,14000
HP Maroc,Ingénieur Cybersécurité,14,Ingénieur,ISO 27001,19000
Microsoft Maroc,DevOps Engineer,4,Bac+2,Docker,10000
Huawei Maroc,Chef de Projet IT,15,Bac+3,MS Project,11000
KPMG Technology Maroc,Data Scientist / IA,10,Ingénieur,R,24000
Lenovo Maroc,Ingénieur Réseau,11,Master,CCNP,11000
Sopra Steria Maroc,Développeur Mobile,7,Ingénieur,React Native,12000
Cisco Maroc,Architecte Solutions,8,Ingénieur,Cloud Architecture,18000
Atos Maroc,Ingénieur Cybersécurité,12,Master,Security+,16000
Accenture Maroc,Ingénieur Réseau,12,Ingénieur,SD-WAN,17000
SAP Maroc,Ingénieur Réseau,3,Ingénieur,Fortinet,15000
Sopra Steria Maroc,Ingénieur Cybersécurité,2,Bac+2,Ethical Hacking,7000
SAP Maroc,Cloud Engineer,14,Ingénieur,Google Cloud,26000
Lenovo Maroc,Cloud Engineer,1,Bac+2,Google Cloud,6000
Cisco Maroc,DevOps Engineer,1,Master,Kubernetes,12000
Cisco Maroc,Développeur Mobile,10,Doctorat,Android Studio,16000
Tata Consultancy Services Maroc,Ingénieur Cybersécurité,14,Ingénieur,SIEM,16000
CGI Maroc,Business Intelligence,12,Ingénieur,Talend,16000
Microsoft Maroc,Ingénieur Réseau,11,Ingénieur,Cisco,20000
SAP Maroc,DevOps Engineer,2,Master,Ansible,17000
Dell Technologies Maroc,Développeur Mobile,4,Ingénieur,Ionic,14000
PWC Digital Maroc,DevOps Engineer,9,Ingénieur,GitLab CI/CD,21000
Atos Maroc,Chef de Projet IT,0,Ingénieur,Agile,12000
PWC Digital Maroc,DevOps Engineer,1,Master,Ansible,15000
HP Maroc,Ingénieur Réseau,2,Master,Cisco,9000
Accenture Maroc,Ingénieur Cybersécurité,4,Bac+3,CISSP,12000
EY Digital Maroc,Ingénieur Réseau,4,Master,Palo Alto,10000
Deloitte Digital Maroc,Data Scientist / IA,7,Master,R,19000
Tata Consultancy Services Maroc,Ingénieur Réseau,0,Master,SD-WAN,8000
Lenovo Maroc,DevOps Engineer,7,Doctorat,Jenkins,16000
Tata Consultancy Services Maroc,Cloud Engineer,5,Master,OpenStack,11000
SAP Maroc,Cloud Engineer,11,Master,Docker,21000
SAP Maroc,Ingénieur Réseau,1,Bac+3,CCNA,9000
PWC Digital Maroc,Ingénieur Réseau,5,Bac+3,CCNP,9000
IBM Maroc,Ingénieur Réseau,1,Bac+3,Cisco,9000
